KEGG_ID	Metabolism	Pathways	Genes	Genes_name	Isoforms
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5D	ATP	ATP synthase F1 subunit delta
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5E	ATP	ATP synthase F1 subunit epsilon
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5F1	ATP	ATP synthase peripheral stalk-membrane subunit b
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5G1	ATP	ATP synthase membrane subunit c locus 1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5G2	ATP	ATP synthase membrane subunit c locus 2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5G3	ATP	ATP synthase membrane subunit c locus 3
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5H	ATP	ATP synthase peripheral stalk subunit d
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5I	ATP	ATP synthase membrane subunit e
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5J	ATP	ATP synthase peripheral stalk subunit F6
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5J2-PTCD1	ATP	ATP synthase membrane subunit f
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5L2	ATP	ATP synthase membrane subunit g
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5MGL	ATP	ATP synthase membrane subunit g like
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP5O	ATP	ATP synthase peripheral stalk subunit OSCP
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	MT-ATP6	ATP	ATP synthase F0 subunit 6
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6AP1	ATPase	ATPase H+ transporting accessory protein 1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V0A1	ATPase	ATPase H+ transporting V0 subunit a1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V0A2	ATPase	ATPase H+ transporting V0 subunit a2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V0A4	ATPase	ATPase H+ transporting V0 subunit a4
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V0B	ATPase	ATPase H+ transporting V0 subunit b
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V0C	ATPase	ATPase H+ transporting V0 subunit c
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V0D1	ATPase	ATPase H+ transporting V0 subunit d1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V0D2	ATPase	ATPase H+ transporting V0 subunit d2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V0E1	ATPase	ATPase H+ transporting V0 subunit e1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V0E2	ATPase	ATPase H+ transporting V0 subunit e2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1A	ATPase	ATPase H+ transporting V1 subunit A
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1B1	ATPase	ATPase H+ transporting V1 subunit B1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1B2	ATPase	ATPase H+ transporting V1 subunit B2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1C1	ATPase	ATPase H+ transporting V1 subunit C1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1C2	ATPase	ATPase H+ transporting V1 subunit C2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1D	ATPase	ATPase H+ transporting V1 subunit D
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1E1	ATPase	ATPase H+ transporting V1 subunit E1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1E2	ATPase	ATPase H+ transporting V1 subunit E2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1F	ATPase	ATPase H+ transporting V1 subunit F
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1FP2	V-type	V-type proton ATPase subunit F-like
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1G1	ATPase	ATPase H+ transporting V1 subunit G1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1G2	ATPase	ATPase H+ transporting V1 subunit G2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1G3	ATPase	ATPase H+ transporting V1 subunit G3
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP6V1H	ATPase	ATPase H+ transporting V1 subunit H
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	ATP8A1	ATP	ATP synthase F0 subunit 8
hsa00280	Amino acid metabolism	Valine, leucine and isoleucine degradation - Homo sapiens (human)	AUH	AU	AU RNA binding methylglutaconyl-CoA hydratase
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	AWAT2	acyl-CoA	acyl-CoA wax alcohol acyltransferase 2
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	AZIN2	antizyme	antizyme inhibitor 2
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase	beta-1,4-N-acetyl-galactosaminyltransferase 1
hsa00052	Carbohydrate metabolism	Galactose metabolism - Homo sapiens (human)	B4GALT1	beta-1,4-galactosyltransferase	beta-1,4-galactosyltransferase 1
hsa00052	Carbohydrate metabolism	Galactose metabolism - Homo sapiens (human)	B4GALT2	beta-1,4-galactosyltransferase	beta-1,4-galactosyltransferase 2
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	B4GALT5	beta-1,4-galactosyltransferase	beta-1,4-galactosyltransferase 5
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	B4GALT6	beta-1,4-galactosyltransferase	beta-1,4-galactosyltransferase 6
hsa00120	Lipid metabolism	Primary bile acid biosynthesis - Homo sapiens (human)	BAAT	bile	bile acid-CoA:amino acid N-acyltransferase
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	BBOX1	gamma-butyrobetaine	gamma-butyrobetaine hydroxylase 1
hsa00270	Amino acid metabolism	Cysteine and methionine metabolism - Homo sapiens (human)	BCAT1	branched	branched chain amino acid transaminase 1
hsa00270	Amino acid metabolism	Cysteine and methionine metabolism - Homo sapiens (human)	BCAT2	branched	branched chain amino acid transaminase 2
hsa00640	Carbohydrate metabolism	Propanoate metabolism - Homo sapiens (human)	BCKDHA	branched	branched chain keto acid dehydrogenase E1 subunit alpha
hsa00640	Carbohydrate metabolism	Propanoate metabolism - Homo sapiens (human)	BCKDHB	branched	branched chain keto acid dehydrogenase E1 subunit beta
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	BCO1	beta-carotene	beta-carotene oxygenase 1
hsa00650	Carbohydrate metabolism	Butanoate metabolism - Homo sapiens (human)	BDH1	3-hydroxybutyrate	3-hydroxybutyrate dehydrogenase 1
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	BHMT	betaine--homocysteine	betaine--homocysteine S-methyltransferase
hsa00270	Amino acid metabolism	Cysteine and methionine metabolism - Homo sapiens (human)	BHMT2	betaine--homocysteine	betaine--homocysteine S-methyltransferase 2
hsa00860	Metabolism of cofactors and vitamins	Porphyrin metabolism - Homo sapiens (human)	BLVRA	biliverdin	biliverdin reductase A
hsa00740	Metabolism of cofactors and vitamins	Riboflavin metabolism - Homo sapiens (human)	BLVRB	biliverdin	biliverdin reductase B
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	BPGM	bisphosphoglycerate	bisphosphoglycerate mutase
hsa00920	Energy metabolism	Sulfur metabolism - Homo sapiens (human)	BPNT1	3'(2'),	3'(2'), 5'-bisphosphate nucleotidase 1
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	BST1	bone	bone marrow stromal cell antigen 1
hsa00780	Metabolism of cofactors and vitamins	Biotin metabolism - Homo sapiens (human)	BTD	biotinidase	biotinidase
hsa00470	Metabolism of other amino acids	D-Amino acid metabolism - Homo sapiens (human)	C14orf159	D-glutamate	D-glutamate cyclase
hsa00340	Amino acid metabolism	Histidine metabolism - Homo sapiens (human)	C9orf41	carnosine	carnosine N-methyltransferase 1
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA1	carbonic	carbonic anhydrase 1
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA12	carbonic	carbonic anhydrase 12
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA13	carbonic	carbonic anhydrase 13
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA14	carbonic	carbonic anhydrase 14
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA2	carbonic	carbonic anhydrase 2
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA3	carbonic	carbonic anhydrase 3
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA4	carbonic	carbonic anhydrase 4
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA5A	carbonic	carbonic anhydrase 5A
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA5B	carbonic	carbonic anhydrase 5B
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA6	carbonic	carbonic anhydrase 6
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA7	carbonic	carbonic anhydrase 7
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA8	carbonic	carbonic anhydrase 8
hsa00910	Energy metabolism	Nitrogen metabolism - Homo sapiens (human)	CA9	carbonic	carbonic anhydrase 9
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	CAD	carbamoyl-phosphate	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	CAMKMT	calmodulin-lysine	calmodulin-lysine N-methyltransferase
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	CANT1	calcium	calcium activated nucleotidase 1
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	CARNS1	carnosine	carnosine synthase 1
hsa00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	CAT	catalase	catalase
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	CBR1	carbonyl	carbonyl reductase 1
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	CBR3	carbonyl	carbonyl reductase 3
hsa00061	Lipid metabolism	Fatty acid biosynthesis - Homo sapiens (human)	CBR4	carbonyl	carbonyl reductase 4
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	CBS	cystathionine	cystathionine beta-synthase
hsa00270	Amino acid metabolism	Cysteine and methionine metabolism - Homo sapiens (human)	CCBL2	kynurenine	kynurenine aminotransferase 3
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	CD38	CD38	CD38 molecule
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	CDA	cytidine	cytidine deaminase
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	CDIPT	CDP-diacylglycerol--inositol	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
hsa00270	Amino acid metabolism	Cysteine and methionine metabolism - Homo sapiens (human)	CDO1	cysteine	cysteine dioxygenase type 1
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	CDS1	CDP-diacylglycerol	CDP-diacylglycerol synthase 1
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	CDS2	CDP-diacylglycerol	CDP-diacylglycerol synthase 2
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	CECR1	adenosine	adenosine deaminase 2
hsa00100	Lipid metabolism	Steroid biosynthesis - Homo sapiens (human)	CEL	carboxyl	carboxyl ester lipase
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	CEPT1	choline/ethanolamine	choline/ethanolamine phosphotransferase 1
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	CERK	ceramide	ceramide kinase
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	CERS1	ceramide	ceramide synthase 1
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	CERS2	ceramide	ceramide synthase 2
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	CERS3	ceramide	ceramide synthase 3
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	CERS4	ceramide	ceramide synthase 4
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	CERS5	ceramide	ceramide synthase 5
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	CERS6	ceramide	ceramide synthase 6
hsa00120	Lipid metabolism	Primary bile acid biosynthesis - Homo sapiens (human)	CH25H	cholesterol	cholesterol 25-hydroxylase
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	CHAC1	ChaC	ChaC glutathione specific gamma-glutamylcyclotransferase 1
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	CHAC2	ChaC	ChaC glutathione specific gamma-glutamylcyclotransferase 2
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	CHAT	choline	choline O-acetyltransferase
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	CHDH	choline	choline dehydrogenase
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	CHIA	chitinase	chitinase acidic
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	CHIT1	chitinase	chitinase 1
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	CHKA	choline	choline kinase alpha
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	CHKB	choline	choline kinase beta
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	CHPT1	choline	choline phosphotransferase 1
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	CKB	creatine	creatine kinase B
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	CKM	creatine	creatine kinase, M-type
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	CKMT1A	creatine	creatine kinase, mitochondrial 1A
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	CKMT1B	creatine	creatine kinase, mitochondrial 1B
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	CKMT2	creatine	creatine kinase, mitochondrial 2
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	CMAS	cytidine	cytidine monophosphate N-acetylneuraminic acid synthetase
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	CMPK1	cytidine/uridine	cytidine/uridine monophosphate kinase 1
hsa00240	Nucleotide metabolism	Pyrimidine metabolism - Homo sapiens (human)	CMPK2	cytidine/uridine	cytidine/uridine monophosphate kinase 2
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	CNDP1	carnosine	carnosine dipeptidase 1
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	CNDP2	carnosine	carnosine dipeptidase 2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	COA3	cytochrome	cytochrome c oxidase subunit II
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	COA5	cytochrome	cytochrome c oxidase subunit III
hsa00770	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis - Homo sapiens (human)	COASY	Coenzyme	Coenzyme A synthase
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	COLGALT1	collagen	collagen beta(1-O)galactosyltransferase 1
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	COLGALT2	collagen	collagen beta(1-O)galactosyltransferase 2
hsa00140	Lipid metabolism	Steroid hormone biosynthesis - Homo sapiens (human)	COMT	catechol-O-methyltransferase	catechol-O-methyltransferase
hsa00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	COQ2	coenzyme	coenzyme Q2, polyprenyltransferase
hsa00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	COQ3	coenzyme	coenzyme Q3, methyltransferase
hsa00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	COQ5	coenzyme	coenzyme Q5, methyltransferase
hsa00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	COQ6	coenzyme	coenzyme Q6, monooxygenase
hsa00130	Metabolism of cofactors and vitamins	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	COQ7	coenzyme	coenzyme Q7, hydroxylase
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	COX10	cytochrome	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	COX11	cytochrome	cytochrome c oxidase copper chaperone COX11
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	COX15	cytochrome	cytochrome c oxidase assembly homolog COX15
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	COX17	cytochrome	cytochrome c oxidase copper chaperone COX17
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	COX4I1	cytochrome	cytochrome c oxidase subunit 4I1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	COX4I2	cytochrome	cytochrome c oxidase subunit 4I2
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	COX5A	cytochrome	cytochrome c oxidase subunit 5A
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	COX5B	cytochrome	cytochrome c oxidase subunit 5B
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	COX6A1	cytochrome	cytochrome c oxidase subunit 6A1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	COX6A2	cytochrome	cytochrome c oxidase subunit 6A2
