deathtype	gene	description	gene_id	gene_biotype	pmid	comment
Ferroptosis	ZFAS1	ZNFX1 antisense RNA 1	ENSG00000177410.13	lncRNA	36092160	We validated that ZFAS1 may act as a competing endogenous RNA by competitively binding with microRNA-7-5p (miR-7-5p) and modulating the expression of its downstream molecule acyl-CoA synthetase long-chain family member 4 (ACSL4), which is now identified as a classic driver gene of ferroptosis process. In conclusion, our results demonstrate that HG-induced ZFAS1 elevation activates ferroptosis in hRECs and the ZFAS1/miR-7-5p/ACSL4 axis may serve as a therapeutic target for endothelial dysfunction in DR.
Ferroptosis	MIR324	microRNA 324	ENSG00000199053.3	miRNA	35636172	The underlying mechanism was found to be the downregulation of GPX4, independent of p53, that occurs during ICS II-induced ferroptosis. Overexpression of GPX4 reversed the ferroptosis induced by ICS II. Moreover, ICS II treatment resulted in the upregulation of miR-324-3p, which directly targets GPX4. Overall, our results suggested that ICS II-induced ferroptosis via the miR-324-3p/GPX4 axis in RCC cells could be a promising therapeutic agent for RCC.
Ferroptosis	MIR375	microRNA 375	ENSG00000198973.4	miRNA	35498204	In the I/R rat model and CF cell model, miR-375-3p promoted fibrosis by accelerating the ferroptosis of cardiomyocytes through mediating glutathione peroxidase 4 (GPX4). Furthermore, we treated the rats or cell model with miR-375-3p antagomir (or inhibitor) and ferroptosis inhibitor Ferrostatin-1 (Fer-1). The results showed that miR-375-3p antagomir (or inhibitor) and Fer-1 promoted the antioxidant capacity of cardiac fibroblasts, reduced GPX4-mediated ferroptosis process and alleviated I/R-induced CF.
Ferroptosis	MIR494	microRNA 494	ENSG00000194717.4	miRNA	35936219	Erastin could dose-dependently induce neuron injury and ferroptosis of LUHMES cells. miR-494-3p overexpression induced ROS production, mitochondrial damage, ferroptosis, and neuron injury in erastin-induced LUHMES cells. Likewise, miR-494-3p inhibition had the opposite effects. We also showed that REST was a target gene of miR-494-3p and could repress erastin-induced ferroptosis, neuron injury, ROS, and mitochondrial injury via SP1 in LUHMES cells. Moreover, we demonstrated that SP1 could interact with ACSL4. We also confirmed that miR-494-3p could aggravate the pathological changes of substantia nigra and corpus striatum in the MPTP-induced PD mouse model.
Ferroptosis	MIR127	microRNA 127	ENSG00000207608.3	miRNA	35818586	Expression levels of miR-127-5p and JAM3 were analyzed by RT-qPCR. GPX4 expression was quantified by western blotting. Results. miR-127-5p was expressed at low levels in IOMM-Lee cells, while JAM3 was highly expressed in IOMM-Lee cells. A dual luciferase assay demonstrated that miR-127-5p could target JAM3. Upregulation of miR-127-5p in IOMM-Lee cells resulted in cell cycle arrest and inhibition of cell activity. Upregulation of miR-127-5p increased LDH, MDA, and ROS levels and Fe2+ content and inhibited the expression of GPX4 protein. Upregulation of JAM3 reversed the results of miR-127-5p upregulation. Conclusion. miR-127-5p regulated meningioma formation and ferroptosis through JAM3, providing insights for the development of new treatments for meningioma.
Ferroptosis	MIR132	microRNA 132	ENSG00000267200.1	miRNA	35249882	 RT-qPCR results showed that miR-132 was significantly up-regulated in atherosclerotic plaques compared with normal vascular samples (P < 0.001). Compared with control HUVECs, HUVECs overexpressing miR-132 showed a significantly increased level of intracellular ROS (P < 0.001), and most of ROS was colocalized with mitochondria. HUVECs overexpressing miR-132 also showed significantly decreased MMP (P < 0.001) and obviously increased mtROS (P < 0.001) and opening of mPTP (P < 0.001), which led to mitochondrial REDOX respiratory chain stress disorder. The key iron death protein GPX4 was significantly down-regulated and the oxidized protein NOX4 was significantly increased in miR-132-overexpressing HUVECs.
Ferroptosis	MIR744	microRNA 744	ENSG00000266297.1	miRNA	36427803	Propofol upregulated miR-744-5p/miR-615-3p to inhibit GPX4 transcription. Upregulation of GPX4 or downregulation of miR-744-5p/miR-615-3p attenuated the inhibitory effect of propofol on CR to Cis. In vivo, propofol inhibited tumor growth and CR to Cis by upregulating miR-744-5p/miR-615-3p and inhibiting GPX4 to induce ferroptosis. In summary, propofol inhibited GPX4-mediated ferroptosis and reduces CR of NSCLC cells to Cis through the miR-744-5p/miR-615-3p axis.
Ferroptosis	MIR615	microRNA 615	ENSG00000207571.1	miRNA	36427803	Propofol upregulated miR-744-5p/miR-615-3p to inhibit GPX4 transcription. Upregulation of GPX4 or downregulation of miR-744-5p/miR-615-3p attenuated the inhibitory effect of propofol on CR to Cis. In vivo, propofol inhibited tumor growth and CR to Cis by upregulating miR-744-5p/miR-615-3p and inhibiting GPX4 to induce ferroptosis. In summary, propofol inhibited GPX4-mediated ferroptosis and reduces CR of NSCLC cells to Cis through the miR-744-5p/miR-615-3p axis.
Ferroptosis	MIR338	microRNA 338	ENSG00000283604.1	miRNA	35320491	miR-338-3p targeted the 3' untranslated regions (3'UTR) of SLC1A5 for its inhibition and degradation, and high glucose downregulated SLC1A5 by upregulating miR-338-3p in RPE cells. Next, the miR-338-3p inhibitor and SLC1A5 overexpression vectors were delivered into the RPE cells, and the following gain- and loss-of-function experiments validated that both miR-338-3p ablation and SLC1A5 upregulation abrogated the regulating effects of high glucose on cell proliferation, viability, ferroptosis and ROS production in RPE cells.
Ferroptosis	PCAT1	prostate cancer associated transcript 1	ENSG00000253438.5	lncRNA	35402284	Overexpression of PCAT1 inhibited ferroptosis and increased docetaxel resistance, which could be attenuated by PCAT1 knockdown. Furthermore, we revealed that PCAT1 inhibited ferroptosis by activating solute carrier family 7-member 11 (SLC7A11) expression via reducing iron accumulation and subsequent oxidative damage. Mechanistically, we demonstrated that PCAT1 interacted with c-Myc and increased its protein stability using nucleotides 1093-1367 of PCAT1 and 151-202 amino acids of c-Myc protein, thereby transcriptionally promoting SLC7A11 expression. In addition, PCAT1 facilitated SLC7A11 expression by competing for microRNA-25-3p. Finally, transcription factor AP-2 gamma (TFAP2C) activated PCAT1 expression at the transcriptional level to reduce ferroptosis susceptibility and enhance chemoresistance.
Ferroptosis	MIR375	microRNA 375	ENSG00000198973.4	miRNA	36336986	Chromatin immunoprecipitation and dual-luciferase assays showed that binding of IRF7 to the miR-375-3p promoter inhibited miR-375-3p expression, and miR-375-3p suppressed SLC11A2 transcription. The rescue experiments revealed that knockdown of miR-375-3p neutralized the role of silencing IRF7 in alleviating ferroptosis of colonic ECs. Overall, IRF7 upregulated SLC11A2 transcription by inhibiting miR-375-3p expression, thereby prompting ferroptosis of colonic ECs and UC progression in DSS-treated mice.
Ferroptosis	TUG1	taurine up-regulated 1	ENSG00000253352.10	protein_coding	35841017	USC-Exo treatment improved kidney injury and ameliorated ferroptosis in IRI-induced AKI mouse models. USC-Exo were rich in lncRNA TUG1, which suppressed ferroptosis in HK-2 cells exposed to H/R. Mechanistically, lncRNA TUG1 regulates the stability of ACSL4 mRNA by interacting with RNA-binding protein SRSF1. In addition, SRSF1 upregulation or ACSL4 downregulation partially reversed the protective effect of lncRNA TUG1 on ferroptosis in H/R-treated HK-2 cells. Further, ACSL4 upregulation partially reversed TUG1's repression on kidney injury and ferroptosis in IRI-induced AKI mice.
Ferroptosis	MALAT1	metastasis associated lung adenocarcinoma transcript 1	ENSG00000251562.10	lncRNA	35399101	We demonstrated that MALAT1 served as a competing endogenous RNA of miR-145-5p to regulate the expression of MUC1, a suppressor of ferroptosis. MALAT1 knockdown-mediated ferroptotic cell death and MUC1 downregulation could be abrogated by inhibition of miR-145-5p. In addition, miR-145-5p inhibition-mediated ferroptotic cell death could be abolished by MUC1 knockdown. Furthermore, erastin-induced ferroptosis shrunk endometriotic lesions via the MALAT1/miR-145-5p/MUC1 axis in vivo. Taken together, our data indicate that knockdown of MALAT1 facilitates ferroptosis upon erastin treatment via miR-145-5p/MUC1 signaling.
Ferroptosis	NEAT1	nuclear paraspeckle assembly transcript 1	ENSG00000245532.11	lncRNA	35727437	In conclusion, these findings suggest that sepsis induced high expression of serous exosome-derived NEAT1, and it might exacerbate SAE by promoting ferroptosis through regulating miR-9-5p/TFRC and GOT1 axis.
Ferroptosis	TUG1	taurine up-regulated 1	ENSG00000253352.10	protein_coding	36164395	TUG1 Targets MAZ and Regulates Ferroptosis Induced by DHA
Ferroptosis	SNHG14	small nucleolar RNA host gene 14	ENSG00000224078.15	lncRNA	36599973	Mechanistically, lncRNA SNHG14 targeted and down-regulated the expression of miR-206, further affecting the common ferroptosis inhibitor SLC7A11, and preventing NR-SJSA1 cells from undergoing ferroptosis.
Ferroptosis	H19	H19 imprinted maternally expressed transcript	ENSG00000130600.21	lncRNA	33273971	 It was demonstrated that silencing H19 downregulated Bcl-2 and GPX4 expression and upregulated Bax expression at both the mRNA and protein levels in HTR-8/SVneo trophoblast cells. In conclusion, the present findings suggested that H19 has important roles in SA by promoting apoptosis and ferroptosis.
Ferroptosis	MBOAT1	membrane bound O-acyltransferase domain containing 1	ENSG00000172197.11	protein_coding	37267948	In this study, through a whole-genome CRISPR activation screen, followed by mechanistic investigation, we identified phospholipid-modifying enzymes MBOAT1 and MBOAT2 as ferroptosis suppressors
Ferroptosis	MBOAT2	membrane bound O-acyltransferase domain containing 2	ENSG00000143797.12	protein_coding	37267948	In this study, through a whole-genome CRISPR activation screen, followed by mechanistic investigation, we identified phospholipid-modifying enzymes MBOAT1 and MBOAT3 as ferroptosis suppressors
Lysosome_dependent_cell_death	ASAH1	N-acylsphingosine amidohydrolase 1	ENSG00000104763.20	protein_coding	33221496	The study found that the deletion of the Asah1 gene resulted in a significant reduction in LAMP-1 in podocyte-specific Asah1 gene knockout mice, indicating that Asah1 deletion caused an overload of lysosomes, leading to decreased intracellular degradation capacity. In addition, our results indicate that Asah1 gene expression is critically important for the control of TRPML1 channel activity, and TRPML1 channel dysfunction leads to lysosome-MVB interaction disruption and increased exosome release.
Lysosome_dependent_cell_death	ATP6V0A2	ATPase H+ transporting V0 subunit a2	ENSG00000185344.15	protein_coding	32234325	ATP6V0A2 is a subunit embedded in the lysosomal membrane, involved in regulating its acidification process. During H1N1 infection, the active form of ATP6V0A2 is reduced, which may be related to a decrease in lysosomal function. This type of cell death, Lysosome dependent cell death, which is related to lysosomes, has also been observed and significantly promotes H1N1-induced cell death. The ATP6V0A2 might be involved in Lysosome dependent cell death.
Lysosome_dependent_cell_death	ATP6V1H	ATPase H+ transporting V1 subunit H	ENSG00000047249.18	protein_coding	33966596	The study shows that overexpression of CREG1 promotes the expression and acidification of ATP6V1H, which helps to accelerate lysosome-mediated protein degradation and autophagy pathway.
Lysosome_dependent_cell_death	ATP6V1D	ATPase H+ transporting V1 subunit D	ENSG00000100554	protein_coding	32943616	ATP6V1D, as part of V-ATPase, regulates lysosomal pH and plays an important role in lysosome-dependent cell death.
Lysosome_dependent_cell_death	PKM	pyruvate kinase M1/2	ENSG00000067225	protein_coding	29051480	Acetylated PKM2 is degraded in Lysosome to reduce the level of PKM2 and promote cell death.
Lysosome_dependent_cell_death	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3	ENSG00000078142.14	protein_coding	33906557	PIK3C3, which is a necessary enzyme in autophagy, is mentioned, and autophagy is a cellular self-digestion process involving Lysosome dependent cell death. The PI3K-AKT-MTORC1 signaling pathway is a mechanism that maintains the activation of MTORC1 and inhibits autophagy.
Lysosome_dependent_cell_death	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3	ENSG00000078142	protein_coding	33906557	Studies have shown that VPS34 plays an important role in lysosome-dependent cell death, and its deficiency leads to increased resistance to cell death.VPS34 belongs to the PI3K family and is one of the earliest autophagy-related genes discovered. It usually exists in the autophagy activation complex composed of Beclin 1-VPS34-VPS15.
Necroptosis	GLUD1	glutamate dehydrogenase 1	ENSG00000148672.10	protein_coding	30029665	The activation of GLUD1 led to the disruption of metabolic balance and cell death. Resibufogenin induces cell death dependent on necroptosis by activating RIP3 and phosphorylating mixed lineage kinase domain-like protein at Ser358, thus significantly upregulating the expression of GLUD1 and inducing necroptosis.
Necroptosis	ALOX15	arachidonate 15-lipoxygenase	ENSG00000161905.13	protein_coding	29891910	Necroptosis occurred in the skin in the absence of ALOX15. In addition, apoptosis markers were also upregulated in the dorsal skin of ALOX15 KO mice.  ALOX15 plays a critical role in maintaining skin health and its absence can disrupt skin homeostasis and may contribute to the development of skin diseases.
Necroptosis	FTH1	ferritin heavy chain 1	ENSG00000167996.16	protein_coding	32984939	Low concentrations of boron can promote cell proliferation and differentiation by inhibiting the expression of FTH1, reducing iron ion accumulation and ROS production in cells, and thereby reducing cell death. In contrast, high concentrations of boron can increase ROS production by promoting the expression of FTH1, inducing apoptosis and necrosis.
Necroptosis	SMPD1	sphingomyelin phosphodiesterase 1	ENSG00000166311.10	protein_coding	36958996	SMPD1 is found to be involved in Necroptosis by delaying cell death through membrane repair. SMPD1 is an acid enzyme that catalyzes the hydrolysis of sphingomyelin to generate ceramide. During Necroptosis, the activity of SMPD1 increases, inducing membrane repair and suppressing cell death.
Oxeiptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	29255269	GPX4 is an antioxidant enzyme that can degrade ROS and prevent their accumulation. Decreased GPX4 activity under conditions of deficiency may promote the occurrence of Oxeiptosis.
Parthanatos	MIF	macrophage migration inhibitory factor	ENSG00000240972.2	protein_coding	35545089	As a part of PAAN/MIF nuclease, MIF mediates the large-scale DNA fragmentation in the process of Parthanatos. Neutralizing the nuclease activity of PAAN/MIF can protect dopaminergic neurons from the Parthanatos damage induced by pathological ¦Á-syn.
Pyroptosis	CYCS	cytochrome c, somatic	ENSG00000172115.9	protein_coding	37077542	Pyroptosis is a newly discovered type of programmed cell death, and CYCS can be involved in the apoptotic process of pyroptosis.
Pyroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	34246777	Wedelolactone  can up-regulate the expression of GPX4 by promoting its transcriptional activity thereby inhibiting cell lipid peroxidation, reducing cell death. The downregulation of GPX4 activity leads to lipid peroxidation and cell death, which in turn promotes the formation of Pyroptosis. The up-regulation of GPX4 by Wed plays a role in counteracting Pyroptosis. In addition, it was found that Wed can protect the pancreas and lungs from AP damage by up-regulating the expression of GPX4.
Pyroptosis	PLCG1	phospholipase C gamma 1	ENSG00000124181.15	protein_coding	29937272	PLCG1 is an important step in phospholipid peroxidation-induced Gasdermin D (GSDMD)-mediated pyroptosis. PLCG1 is a crucial signaling molecule in inflammatory response, and its activation triggers the hydrolysis of membrane phospholipids and the generation of inositol 1,4,5-triphosphate. In GSDMD-mediated pyroptosis, the production of phospholipid peroxidation can activate PLCG1, leading to the N-terminal cleavage and activation of GSDMD. This process may be related to PLCG1's phosphoinositide pathway and calcium elevation.
