ID	LncRNA name	Species	Biological processes	Cellular component	Molecular fucntions	Clinical applications	Disease	Disease category	drug Resistance/chemoresistance/stress	Mutation	Methods	Sample	Organoid	Expression pattern	Function type	Interaction target	Mode of interaction	Expression pattern of Interaction target	Level of interaction	Type of interaction	Detailed Pathway	PMID	Year	Description of disease/function/interaction
EL0907	CDKN2B-AS1	Homo sapiens	Cell proliferation	N/A	Gene regulation	Promote disease	adult T-cell leukemia	Cancer	N/A	N/A	chIP, knockdown	HTLV-1-infected cell lines and clinical ATL samples	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	ANRIL/EZH2 complex丨repressed丨p21/CDKN1A transcription丨through丨H3K27 trimethylation of the p21/CDKN1A promoter	30258009	2018	Long Noncoding RNA ANRIL Supports Proliferation of Adult T-Cell Leukemia Cells through Cooperation with EZH2.
EL0907	CDKN2B-AS1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	multiple myeloma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays, RIP, CHIP	MM patients and cell lines	N/A	up-regulated	interaction	PTEN	Regulate	down-regulated	lncRNA-Protein	binding	ANRIL | bind | PTEN | downregulate | EZH2 expression | abrogate | the effects caused by ANRIL overexpression in MM cells	34034498	2021	ANRIL promotes multiple myeloma progression and bortezomib resistance by EZH2-mediated epigenetically silencing of PTEN
EL0907	CDKN2B-AS1	Homo sapiens	Disease-relevant functions	Nucleoplasm	Gene regulation	Therapeutic target	hypoxia/reoxygenation injury	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	vitro myocardial ischemia and reperfusion (MI/R) model	N/A	down-regulated	interaction	SIRT1	Regulate	up-regulated	lncRNA-Protein	regulation	ANRIL|spong|miR-181a|upregulateSIRT1|expression	34080028	2021	Critical role of SIRT1 upregulation on the protective effect of lncRNA ANRIL against hypoxia/reoxygenation injury in H9c2 cardiomyocytes.
EL0932	CHASERR	Homo sapiens	cell viability and mobility	Chromatin	Chromatin regulation	Therapeutic target	colon cancer	Cancer	N/A	N/A	gain- and loss-of functions assays	colon cancer cell	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	LINC01578 | bind | EZH2 | in | NFKBIB promoter | downregulate | NFKBIB expression | activate | NF-κB signaling | upregulate| YY1 expression | promote | colon cancer	33040438	2020	Long noncoding RNA LINC01578 drives colon cancer metastasis through a positive feedback loop with the NF-κB/YY1 axis.
EL0947	CIR1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	osteoarthritis	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression	mesenchymal stem cells	N/A	down-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	regulation	CIR|upregulate|EZH2| inhibit| chondrogenic differentiation of mesenchymal stem cells	33546582	2021	Long non-coding RNA CIR inhibits chondrogenic differentiation of mesenchymal stem cells by epigenetically suppressing ATOH8 via methyltransferase EZH2
EL1027	COSMOC	Homo sapiens	Neuronal differentiation and disorders	N/A	Gene regulation	Disease treatment	autism spectrum disorder	Others	N/A	N/A	knockdown	stem cells	N/A	up-regulated	interaction	MOCOS	Regulate	down-regulated	lncRNA-Protein	regulation	lnc Rna COSMOC| inhibit| MOCOS | destabilizes lipid and energy metabolisms of stem cells	32327736	2021	COSMOC reduces MOCOS expression, destabilizes lipid and energy metabolisms of stem cells
EL1045	CRNDE	Homo sapiens	Cell proliferation	N/A	Gene regulation	Therapeutic target	colorectal cancer	Cancer	N/A	N/A	knockdown, RNA immunoprecipitation,chromatin RNA immunoprecipitation assays	CRC tissues	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	LncRNA CRNDE丨suppress丨the expressions of dual-specificity phosphatase 5 (DUSP5) and CDKN1A丨by丨 binding to丨EZH2 (the key components of Polycomb repressive complex 2 (PRC2))丨promoting丨CRC丨development	28796262	2017	Evidence indicates that long non-coding RNAs (lncRNAs) play a critical role in the regulation of tumor cellular processes, such as proliferation, apoptosis, and metastasis. LncRNA CRNDE (Colorectal Neoplasia Differentially Expressed) is located at human chromosome 16 and has been found overexpressed in a variety of cancers including colorectal cancer (CRC).
EL1045	CRNDE	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	osteoarthritis	Others	N/A	N/A	qRT-PCR, RNA Pull-down, Western blot, overexpression	BMSCs	N/A	up-regulated	interaction	SIRT1	Regulate	down-regulated	lncRNA-Protein	regulation	lncRNA-CRNDE|downregulate|SIRT1|promote| regulates BMSC chondrogenic differentiation and promotes cartilage repair in osteoarthritis	33479807	2021	lncRNA-CRNDE regulates BMSC chondrogenic differentiation and promotes cartilage repair in osteoarthritis through SIRT1/SOX9
EL1053	CRYM-AS1	Homo sapiens	Disease-relevant functions	N/A	Recruiting protein complexes	Disease treatment	gastric cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, ChIP, RIP	gastric cancer cells, normal gastric cells	N/A	down-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	CRYM-AS1 | bind | EZH2 | mediate | CRYM promoter methylation| downregulate | CRYM expression | inhibit | gastric cancer	35414504	2022	CRYM-AS1 directly bound to EZH2 and mediated the CRYM promoter methylation and consequently negatively regulated the expression of CRYM.
EL1063	CTB-193M12.5	Homo sapiens	Cell proliferation	N/A	Recruiting protein complexes	Therapeutic target	hepatocellular carcinoma	Cancer	N/A	N/A	qRT-PCR, Western blot, Northern blot, Dual-luciferase reporter assays, RIP, RNA Pull-down	HCC cell	N/A	up-regulated	interaction	NSD1	Regulate	up-regulated	lncRNA-Protein	binding	CTB-193M12.5|bind|NSD1|upregulate|WNT10B|activate|Wnt/β-catenin signaling|promote|Hepatocellular Carcinoma Progression	35698644	2022	CTB-193M12.5 Promotes Hepatocellular Carcinoma Progression via Enhancing NSD1-Mediated WNT10B/Wnt/β-Catenin Signaling Activation.
EL1073	CTD-2245E15.3	Homo sapiens	Apoptosis	Cytoplasm	Recruiting protein complexes	Disease treatment	non-small cell lung cancer	Cancer	N/A	N/A	knockdown, overexpression	tumor cells	N/A	up-regulated	interaction	PC	Regulate	down-regulated	lncRNA-Protein	binding	CTD-2245E15.3|bind|PC| promote|non-small cell lung cancer growth	33941610	2021	Long noncoding RNA CTD-2245E15.3 promotes anabolic enzymes ACC1 and PC to support non-small cell lung cancer growth.
EL1100	CYTOR	Homo sapiens	Cell proliferation	N/A	Recruiting protein complexes	Therapeutic target	colorectal cancer	Cancer	N/A	N/A	qRT-PCR	CRC samples	N/A	up-regulated	interaction	ENO2	Regulate	up-regulated	lncRNA-Protein	binding	CYTOR|bind|ENO2|inhibit|phosphorylation of YAP1|trigger|EMT	35954207	2022	ENO2 Promotes Colorectal Cancer Metastasis by Interacting with the LncRNA CYTOR and Activating YAP1-Induced EMT.
EL1100	CYTOR	Homo sapiens	Cell proliferation	N/A	Gene regulation	Disease diagnosis	lung adenocarcinoma	Cancer	N/A	N/A	qRT-PCR, western bolt, RIP, RNA pulldown, ChIP	LAD tissues and paired normal tissues	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	LINC00152丨interact with丨EZH2丨inhibit丨IL24 transcription	28109288	2017	Long intergenic non-coding RNA 00152 promotes lung adenocarcinoma proliferation via interacting with EZH2 and repressing IL24 expression.
EL1100	CYTOR	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	gastric cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, overexpression	CD8(+) T-cell	N/A	up-regulated	interaction	EZH2	Regulate	down-regulated	lncRNA-Protein	binding	Linc00152|bind|EZH2|promote| CD8(+) T-cell infiltration in gastric cancer	33709190	2021	Linc00152 mediates CD8(+) T-cell infiltration in gastric cancer through binding to EZH2 and regulating the CXCL9, 10/CXCR3 axis
EL1108	DANCR	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Inhibit disease	breast cancer	Cancer	N/A	N/A	knockdown	breast cancer tissues and breast cancer cell lines	N/A	down-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	Underlying modulation of EZH2 stability丨by丨linking丨ANCR丨interaction with丨EZH2丨to丨promote丨its 丨phosphorylation丨facilitates丨EZH2 degradation丨suppresses丨breast cancer progression	27716745	2017	The degradation of EZH2 mediated by lncRNA ANCR attenuated the invasion and metastasis of breast cancer.
EL1108	DANCR	Homo sapiens	Cell Differentiation	N/A	Gene regulation	Disease diagnosis	osteosarcoma	Cancer	N/A	N/A	qRT-PCR, RNA pull-down	OS tissues and cell lines	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	regulation	LncRNA-ANCR丨reduced丨the mRNA level of EZH2丨increased丨the expression of p21 and p27丨at丨both mRNA and protein levels	28679390	2017	LncRNA-ANCR (anti-differentiation ncRNA) has been reported to interact with EZH2 and regulated osteoblast differentiation.
EL1108	DANCR	Homo sapiens	Cell Differentiation	N/A	Gene regulation	Disease diagnosis	prostate cancer	Cancer	N/A	N/A	qRT-PCR, RNA pull-down	OS tissues and cell lines	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	regulation	LncRNA-ANCR丨reduced丨the mRNA level of EZH2丨increased丨the expression of p21 and p27丨at丨both mRNA and protein levels	28679390	2017	LncRNA-ANCR (anti-differentiation ncRNA) has been reported to interact with EZH2 and regulated osteoblast differentiation.
EL1108	DANCR	Homo sapiens	Cell proliferation	N/A	Signaling pathways regulation	Disease diagnosis	cholangiocarcinoma	Cancer	N/A	N/A	knockdown	CCA cells	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	DANCR丨bind丨EZH2丨modulate丨the histone methylation of promoter of FBP1丨regulating丨CCA cells growth and migration	31383847	2019	Long noncoding RNA DANCR regulates proliferation and migration by epigenetically silencing FBP1 in tumorigenesis of cholangiocarcinoma.
EL1108	DANCR	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	breast cancer	Cancer	N/A	N/A	RIP,ELISA,CHIP,qRT-PCR,knockdown,overexpression,western blot	breast cancer cell	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	regulation	DANCR丨promoted丨the binding of enhancer of zeste homolog 2 (EZH2)丨to丨the promoter of SOCS3丨inhibiting丨SOCS3 expression	31860165	2020	The long non-coding RNA DANCR regulates the inflammatory phenotype of breast cancer cells and promotes breast cancer progression via EZH2-dependent suppression of SOCS3 transcription.
EL1108	DANCR	Homo sapiens	Cell proliferation	N/A	Decoy for hijacking proteins	Therapeutic target	glioma	Cancer	N/A	N/A	qRT-PCR, western blot assay	glioma tissues	N/A	up-regulated	interaction	EZH2	Regulate	down-regulated	lncRNA-mRNA	regulation	ANCR|Inhibition|PTEN	33293663	2021	LncRNA ANCR promotes glioma cells invasion, migration, proliferation and inhibits apoptosis via interacting with EZH2 and repressing PTEN expression.
EL1108	DANCR	Homo sapiens	Metabolic	N/A	Sponging miRNAs	Promote disease	triple-negative breast cancer	Cancer	cynaroside	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	MDA-MB-468, MDA-MB-231, MCF-7	N/A	up-regulated	interaction	LIPG	Regulate	down-regulated	lncRNA-miRNA	binding	DANCR|bind|LIPG|promote|Triple-negative breast cancer	35954428	2022	mechanistic insights into the LIPG modulation of mitochondrial metabolism in TNBC and a proof-of-concept that targeting LIPG is a promising new therapeutic strategy for the treatment of TNBC
EL1108	DANCR	Homo sapiens	immune tolerance after kidney transplantation	N/A	Decoy for hijacking proteins	N/A	N/A	N/A	BMMSC-Ex	N/A	ELISA	The isogenic/allograft kidney transplantation mouse model	N/A	up-regulated	interaction	SIRT1	Regulate	down-regulated	lncRNA-Protein	binding	DANCR|bind|SIRT1|  induce| immune tolerance of kidney transplantation	34596768	2022	LncRNA DANCR in BMMSC-Ex promoted Treg cell differentiation and induced immune tolerance of kidney transplantation by down-regulating SIRT1 expression in CD4+ T cells.
EL1117	DBCCR1-003	Homo sapiens	Apoptosis	N/A	Gene regulation	Inhibit disease	bladder cancer	Cancer	N/A	N/A	western blot, qRT-PCR	tissues and cells of bladder cancer	N/A	up-regulated	interaction	DNMT1	Regulate	N/A	lncRNA-Protein	binding	DBCCR1-003丨regulates丨the expression of DBCCR1丨via丨binding to丨DNMT1丨preventing丨DNMT1-mediated the methylation of DBCCR3 in BC	27777512	2016	Overexpression of DBCCR1-003 resulted in significant inhibition of T24 cells growth through the inducing G0/G1 arrest and apoptosis.
EL1127	DDX11-AS1	Homo sapiens	Disease-relevant functions	N/A	Recruiting protein complexes	Therapeutic target	hepatocellular carcinoma	Cancer	N/A	N/A	RIP, ChIP, Overexpression, knockdown	HCC tissues and cell lines	N/A	up-regulated	interaction	DNMT1	Regulate	up-regulated	lncRNA-Protein	binding	DDX11-AS1丨bind丨EZH2 /DNMT1丨downregulate丨LATS2 expression丨promote|HCC	31097223	2019	DDX11-AS1 may be a novel oncogene in hepatocarcinogenesis by repressing LATS2, providing a potential therapeutic target for HCC treatment.
EL1127	DDX11-AS1	Homo sapiens	Disease-relevant functions	N/A	Recruiting protein complexes	Therapeutic target	hepatocellular carcinoma	Cancer	N/A	N/A	RIP, ChIP, Overexpression, knockdown	HCC tissues and cell lines	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	DDX11-AS1丨bind丨EZH2 /DNMT1丨downregulate丨LATS2 expression丨promote|HCC	31097223	2019	DDX11-AS1 may be a novel oncogene in hepatocarcinogenesis by repressing LATS2, providing a potential therapeutic target for HCC treatment.
EL1136	DHRS4-AS1	Homo sapiens	Disease-relevant functions	N/A	Chromatin regulation	Disease diagnosis	N/A	N/A	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	N/A	N/A	N/A	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	AS1DHRS4丨bind丨G9a /EZH2 |induce| local repressive H3K9me2 and H3K27me3 histone modifications	22891334	2012	AS1DHRS4 not only mediates deacetylation of histone H3 and demethylation of H3K4 in cis for the DHRS4 gene, but also interacts physically in trans with the epigenetic modifiers H3K9- and H3K27-specific histone methyltransferases G9a and EZH2, targeting the promoters of the downstream DHRS4L2 and DHRS4L1 genes to induce local repressive H3K9me2 and H3K27me3 histone modifications.
EL1154	DLEU2	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Promote disease	hepatocellular carcinoma	Cancer	N/A	N/A	RIP, knockdown	HCC tissues	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	DLEU2丨accelerates丨the proliferative, migratory and invasive abilities of HCC cells丨via丨binding to丨EZH2	31376657	2019	LncRNA DLEU2 aggravates the progression of hepatocellular carcinoma through binding to EZH2.
EL1154	DLEU2	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	HBV-related hepatocellular carcinoma	Cancer	N/A	N/A	Knockdown, Overexpression, western blot, ChIP, RIP, RNA pull-down, ChIRP	Human hepatoma HepG2 cells, the HepG2-derived clones HepG2.2.15 and HepAD38 and the NTCP-HepG2 cells, Primary Human hepatocytes were prepared from HBV, HCV and HIV negative adult patients	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	DLEU2丨bind丨HBx and EZH2	32114505	2020	Our results highlight the ability of HBx to bind RNA to impact on the epigenetic control of both viral cccDNA and host genes and provide a new key to understand the role of DLEU2 and EZH2 Overexpression in HBV-related HCCs and HBx contribution to hepatocytes transformation.
EL1192	DQ786243	Homo sapiens	EMT	N/A	Gene regulation	Prognosis	hepatocellular carcinoma	Cancer	N/A	N/A	RNA immunoprecipitation,chromatin immunoprecipitation, qRT-PCR, knockdown	HCC cells	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	LncDQ丨regulated丨the epithelial-mesenchymal transition pathway丨by丨interacting with丨EZH2丨 repress丨the expression of E-cadherin in HCC cells	29669339	2018	Upregulation of LncDQ is Associated with Poor Prognosis and Promotes Tumor Progression via Epigenetic Regulation of the EMT Pathway in HCC.
EL1206	DUXAP10	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Promote disease	pancreatic cancer	Cancer	N/A	N/A	qRT-PCR, Western blot	PC tissues compared with normal tissues	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	DUXAP10丨regulated丨PC cell proliferation丨through丨interact with丨RNA-binding protein EZH2 and LSD1	29286182	2018	DUXAP10 regulated PC cell proliferation through interact with RNA-binding protein EZH2 and LSD1. Overall,our findings indicates that DUXAP10 is an oncogenic lncRNA that promotes PC proliferation and metastasis
EL1207	DUXAP8	Homo sapiens	Cell proliferation	N/A	Signaling pathways regulation	Promote disease	gastric cancer	Cancer	N/A	N/A	RNA immunoprecipitation,chromatin immunoprecipitation, knockdown	GC patients	N/A	up-regulated	interaction	EZH2	Regulate	N/A	lncRNA-Protein	binding	DUXAP8丨bind丨EZH2 and SUZ12丨downregulate丨expression of PLEKHO1丨promote丨GC	28881724	2016	The pseudogene derived long noncoding RNA DUXAP8 promotes gastric cancer cell proliferation and migration via epigenetically silencing PLEKHO1 expression.
EL1207	DUXAP8	Homo sapiens	Apoptosis , Cell proliferation	N/A	Gene regulation	Therapeutic target	colorectal cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, RNA Pull-down, ChIP	CRC tissues and cell lines	N/A	up-regulated	interaction	EZH2	Regulate	down-regulated	lncRNA-Protein	binding	DUXAP8|bind|EZH2|Downregulate|H3K27me3| Promote|Colorectal Cancer Cell proliferation, Invasion, and Migration by Inducing Epithelial-Mesenchymal Transition	33149618	2020	The Pseudogene DUXAP8 Promotes Colorectal Cancer Cell proliferation, Invasion, and Migration by Inducing Epithelial-Mesenchymal Transition Through Interacting with EZH2 and H3K27me3
EL1248	ELFN1-AS1	Homo sapiens	Cell proliferation	N/A	Decoy for hijacking proteins	Therapeutic target	colorectal cancer	Cancer	N/A	N/A	qRT-PCR, knockdown	CRC tissues and cell lines	N/A	up-regulated	interaction	EZH2	Regulate	up-regulated	lncRNA-Protein	binding	ELFN1-AS1|bind|EZH2|downregulate|TPM1|promote|tumor growth in colorectal cancer	35857351	2022	MYC-induced upregulation of lncRNA ELFN1-AS1 contributes to tumor growth in colorectal cancer via epigenetically silencing TPM1.
