ID	LncRNA name	Species	Biological processes	Cellular component	Molecular fucntions	Clinical applications	Disease	Disease category	drug Resistance/chemoresistance/stress	Mutation	Methods	Sample	Organoid	Expression pattern	Function type	Interaction target	Mode of interaction	Expression pattern of Interaction target	Level of interaction	Type of interaction	Detailed Pathway	PMID	Year	Description of disease/function/interaction	Matches
EL0203	AC245100.4	Homo sapiens	cell proliferation and migration	N/A	Sponging miRNAs	Therapeutic target	prostate cancer	Cancer	N/A	N/A	qRT-PCR, knockdown	PCa tissues and cell lines	N/A	up-regulated	interaction	miR-145-5p	Regulate	down-regulated	lncRNA-miRNA	binding	AC245100.4 |bind|miR-145-5p|upregulate|RBBP5|promote|prostate cancer tumorigenesis	33416179	2021	Long non-coding RNA AC245100.4 promotes prostate cancer tumorigenesis via the microRNA-145-5p/RBBP5 axis.	
EL0207	ACTA2-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease diagnosis	cervical cancer	Cancer	N/A	N/A	qRT-PCR, Western blot, Dual-luciferase reporter assay	CC cell lines	N/A	up-regulated	interaction	miR-143-3p	Regulate	down-regulated	lncRNA-miRNA	binding	ACTA2-AS1 | bind |miR-143-3p | upregulate | SMAD3|promote|the proliferation, migration and apoptosis of CC cells	32774166	2020	The ACTA2-AS1/miR-143-3p/SMAD3 axis played an important role in the proliferation, migration and apoptosis of CC cells	
EL0207	ACTA2-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Therapeutic target	lung adenocarcinoma	Cancer	N/A	N/A	knockdown, overexpression	LUAD samples and cells	N/A	down-regulated	interaction	miR-378a-3p	Regulate	up-regulated	lncRNA-miRNA	binding	ACTA2-AS1 |bind| miR-378a-3p | upregulate | SOX7 |inhibit|the malignant processes of LUAD cells	32808728	2020	ACTA2-AS1 suppresses the malignant processes of LUAD cells through sequestering miR-378a-3p and miR-4428 to augment SOX7 expression	
EL0207	ACTA2-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease treatment	endometrial cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	endometrioid endometrial cancer cells	N/A	down-regulated	interaction	miR-378a-3p	Regulate	down-regulated	lncRNA-miRNA	binding	ZXF1 | bind | miR-378a-3p | upregulate | PCDHA3 expression | regulate | upP21 expression | inhibit | endometrial cancer	33751805	2022	lncRNA-ZXF1 functions as a molecular sponge of miR-378a-3p to regulate PCDHA3 expression and then modulate the expression of P21.	
EL0207	ACTA2-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	gastric cancer	Cancer	N/A	N/A	qRT-PCR, overexpression	GC cells	N/A	down-regulated	interaction	miR-378a-3p	Regulate	down-regulated	lncRNA-miRNA	binding	ACTA2-AS1|bind|miR-378a-3p	35274046	2022	ACTA2-AS1 inhibits malignant phenotypes of GC cells by acting as a ceRNA to target miR-378a-3p/PLCXD2 axis.	
EL0207	ACTA2-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease treatment	ovarian cancer	Cancer	cisplatin	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays, ELISA	ovarian cancer cells	N/A	up-regulated	interaction	miR-378a-3p	Regulate	down-regulated	lncRNA-miRNA	binding	ACTA2-AS1 | bind | miR-378a-3p | upregulate | Wnt5a expression | promote | ovarian cancer	35412951	2022	ACTA2-AS1 revealed that it acted as a 'sponge' by getting involved in a competition against miR-378a-3p binding to modify its target Wnt5a.	
EL0207	ACTA2-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Therapeutic target	lung adenocarcinoma	Cancer	N/A	N/A	knockdown, overexpression	LUAD samples and cells	N/A	down-regulated	interaction	miR-4428	Regulate	up-regulated	lncRNA-miRNA	binding	ACTA2-AS1 |bind| miR-4428 | upregulate | SOX7 |inhibit|the malignant processes of LUAD cells	32808728	2020	ACTA2-AS1 suppresses the malignant processes of LUAD cells through sequestering miR-378a-3p and miR-4428 to augment SOX7 expression	
EL0207	ACTA2-AS1	Homo sapiens	Apoptosis	N/A	Sponging miRNAs	Disease treatment	colon adenocarcinoma	Cancer	N/A	N/A	knockdown	colon adenocarcinoma cell	N/A	down-regulated	interaction	miR-4428	Regulate	up-regulated	lncRNA-miRNA	binding	ACTA2-AS1|bind|miR-4428| upregulate| BCL2L11|inhibit| colon adenocarcinoma progression	33845844	2021	LncRNA ACTA2-AS1 suppress colon adenocarcinoma progression by sponging miR-4428 upregulation BCL2L11	
EL0207	ACTA2-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	ovarian cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, overexpression, Luciferase reporter assays	Four OC cell strains (SKOV3, A2780, OVCAR, as	N/A	up-regulated	interaction	miR-532-5p	Regulate	down-regulated	lncRNA-miRNA	binding	ACTA2-AS1|bind|miR-532-5p|upregulate|CXCL2|promote| ovarian cancer	34093945	2021	Mechanism underlying the regulation of lncRNA ACTA2-AS1 on CXCL2 by absorbing miRNA-532-5p as ceRNA in the development of ovarian cancer.	
EL0207	ACTA2-AS1	Homo sapiens	Cell proliferation	N/A	Transcription regulation	Therapeutic target	triple-negative breast cancer	Cancer	N/A	N/A	qRT-PCR, overexpression	TNBC tissues	N/A	down-regulated	interaction	miR-532-5p	Regulate	up-regulated	lncRNA-miRNA	regulation	ACTA2-AS1|downregulate|miR-532-5p|inhibit|triple-negative breast cancer	35896973	2022	lncRNA ACTA2-AS1 predicts malignancy and poor prognosis of triple-negative breast cancer and regulates tumor progression via modulating miR-532-5p.	
EL0207	ACTA2-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Therapeutic target	lung adenocarcinoma	Cancer	N/A	N/A	western blot, luciferase, RIP, qRT-PCR	lung adenocarcinoma tissues and cells	N/A	up-regulated	interaction	miR-634	Regulate	down-regulated	lncRNA-miRNA	binding	ZXF1丨bind丨miR-634丨upregulate| GRB2丨promote丨LA	32160453	2020	lncRNA ZXF1/miR-634/GRB2 axis plays crucial roles in modulating LA progression	
EL0209	acv3UTR	Homo sapiens	Disease-relevant functions	cytoplasm	Sponging miRNAs	Disease diagnosis	gastric cancer	Cancer	N/A	N/A	Knockdown, overexpressin, qRT-PCR, western blot, luciferase reporter assay, RIP, RNA-pulldown	GC samples and adjacent normal counterparts, Human GC cell lines AGS and SGC7901, BALB/c female nude mice	N/A	up-regulated	interaction	miR-590-5p	Regulate	down-regulated	lncRNA-miRNA	binding	acv3UTR丨bind丨miR-590-5p丨upregulate丨YAP1 |promote丨GC	32066878	2020	acv3UTR functioned as an oncogenic competing endogenous RNA via sponging miR-590-5p and enhancing YAP1 level.	
EL0210	ADAMTS9-AS1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	prostate cancer	Cancer	N/A	N/A	rescue assay, overexpression	PCa cell	N/A	down-regulated	interaction	miR-142-5p	Regulate	up-regulated	lncRNA-miRNA	regulation	ADAMTS9-AS1|upregulate|miR-142-5p|downregulate|CCND1 | inhibit| the progression of prostate cancer	33704879	2021	Long non-coding RNA ADAMTS9-AS1 inhibits the progression of prostate cancer by modulating the miR-142-5p/CCND1 axis.	
EL0210	ADAMTS9-AS1	Homo sapiens	EMT	N/A	Sponging miRNAs	Therapeutic target	hypertrophic cardiomyopathy	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	peripheral blood samples from HCM patients and normal healthy controls, Rat cardiomyocyte cell lines H9c2 and HEK293	N/A	down-regulated	interaction	miR-206	Regulate	up-regulated	lncRNA-miRNA	binding	ADAMTS9-AS1| bind |miR-206|upregulate|ACTB|inhibit|HCM	35401927	2022	ADAMTS9-AS1 and circFN1 could competitively bind to miR-206, thereby augmenting ACTB expression, providing a novel theoretical basis for in-depth understanding of mechanism of HCM.	
EL0210	ADAMTS9-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Inhibit disease	breast cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays, RIP	breast cancer cells	N/A	up-regulated	interaction	miR-301b-3p	Regulate	down-regulated	lncRNA-miRNA	binding	ADAMTS9-AS1|bind|miR-301b-3p|bind|TGFBR| inactivate|JAK STAT signaling pathway|inhibit|breast cancer	34900984	2021	ADAMTS9-AS1 Constrains Breast Cancer Cell Invasion and Proliferation via Sequestering miR-301b-3p.	
EL0210	ADAMTS9-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Inhibit disease	lung adenocarcinoma	Cancer	N/A	N/A	qRT-PCR, Western blot	lung adenocarcinoma cells	N/A	down-regulated	interaction	miR-5009-3p	Regulate	up-regulated	lncRNA-miRNA	binding	ADAMTS9-AS1|bind|miR-5009-3p|bind|NPNT|inhibit|lung adenocarcinoma	36870548	2023	lncRNA ADAMTS9-AS1 inhibits the stemness of lung adenocarcinoma cells by regulating miR-5009-3p/NPNT axis.	
EL0211	ADAMTS9-AS2	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease diagnosis	breast cancer	Cancer	TAM	N/A	qRT-PCR, luciferase reporter gene assay, western blot, Overexpression, mimics, knockdown	TAM-resistant BC cell lines	N/A	down-regulated	interaction	miR-130a-5p	Regulate	up-regulated	lncRNA-miRNA	binding	ADAMTS9-AS2丨bind丨miR-130a-5p|upregulate|PTEN expression|inhibit|breast cancer	30840279	2019	Low expression of ADAMTS9 AS2 inhibits PTEN expression and enhances tamoxifen resistance through targeting microRNA 130a-5p.	
EL0211	ADAMTS9-AS2	Homo sapiens	Disease-relevant functions	N/A	Signaling pathways regulation	Promote disease	salivary adenoid cystic carcinoma	Cancer	N/A	N/A	knockdown, overexpression	SACC patients with metastasis and SACC-lung metastasis (LM) cells	N/A	up-regulated	interaction	miR-143-3p	Regulate	down-regulated	lncRNA-miRNA	binding	ADAMTS9-AS2丨bind丨miR-143-3p丨 upregulate丨ITGA6丨activate丨 PI3K/Akt and MEK/Erk signaling丨promote丨SACC metastasis	30217729	2018	Upregulation of lncRNA ADAMTS9-AS2 Promotes Salivary Adenoid Cystic Carcinoma Metastasis via PI3K/Akt and MEK/Erk Signaling	
EL0211	ADAMTS9-AS2	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Inhibit disease	ovarian cancer	Cancer	N/A	N/A	qRT-PCR, luciferase reporter, western blot	ovarian cancer tissues and cell lines	N/A	down-regulated	interaction	miR-182-5p	Regulate	up-regulated	lncRNA-miRNA	binding	ADAMTS9-AS2丨bind丨miR-182-5p丨upregulate|FOXF2 |inhibite丨ovarian cancer	30268751	2018	LncRNA ADAMTS9-AS2 regulates ovarian cancer progression by targeting miR-182-5p/FOXF2 signaling pathway	
EL0211	ADAMTS9-AS2	Homo sapiens	Apoptosis , Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	bladder cancer	Cancer	N/A	N/A	overexpression	Bladder Cancer cell lines	N/A	down-regulated	interaction	miR-182-5p	Regulate	up-regulated	lncRNA-miRNA	binding	ADAMTS9-AS2|bind|miR-182-5p|inhibit| Proliferation, Migration, and Apoptosis in Bladder Cancer cells	33621133	2021	Long-Chain Noncoding RNA ADAMTS9-AS2 Regulates Proliferation, Migration, and Apoptosis in Bladder Cancer cells Through Regulating miR-182-5p	
EL0211	ADAMTS9-AS2	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease diagnosis	ischemic stroke	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	plasma of MCAO mice, brain tissues of MCAO mice	N/A	down-regulated	interaction	miR-185-5p	Regulate	up-regulated	lncRNA-miRNA	binding	ADAMTS9-AS2|bind|miR-185-5p|upregulate|IGFBP-2|promote|Angiogenesis of Brain Microvascular Endothelial Cells|inhibit|Ischemic stroke	35098480	2022	ADAMTS9-AS2 Promotes Angiogenesis of Brain Microvascular Endothelial Cells Through Regulating miR-185-5p/IGFBP-2 Axis in Ischemic Stroke	
EL0211	ADAMTS9-AS2	Homo sapiens	malignant	N/A	Sponging miRNAs	Therapeutic target	esophageal cancer	Cancer	N/A	N/A	qRT-PCR, Dual-luciferase reporter assays, RIP	EC tissue and cells	N/A	down-regulated	interaction	miR-196b-5p	Regulate	up-regulated	lncRNA-miRNA	binding	ADAMTS9-AS2|bind|miR-196b-5p|regulate|PPP1R12B|regulate|cell cycle signaling pathway|inhibit|malignant process of esophageal cancer	35503407	2022	ADAMTS9-AS2 regulates PPP1R12B by adsorbing miR-196b-5p and affects cell cycle-related signaling pathways inhibiting the malignant process of esophageal cancer.	
EL0211	ADAMTS9-AS2	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease diagnosis	lung cancer	Cancer	N/A	N/A	qRT-PCR, luciferase reporter, western blot	lung cancer tissues and cell, Tumor xenograft model	N/A	down-regulated	interaction	miR-223-3p	Regulate	up-regulated	lncRNA-miRNA	binding	ADAMTS9-AS2 丨bind丨miR-223-3p丨bind丨TGFBR3| inhibit丨lung cancer	29707897	2018	ADAMTS9-AS2, miR-223-3p and TGFBR3 may provide potential targets for the treatment of lung cancer patients.	
EL0211	ADAMTS9-AS2	Homo sapiens	Disease-relevant functions	nucleus and cytoplasm	Sponging miRNAs	Disease treatment	gastric cancer	Cancer	cisplatin	N/A	overexpression	GC cells	N/A	down-regulated	interaction	miR-223-3p	Regulate	down-regulated	lncRNA-miRNA	binding	ADAMTS9-AS2|bind|miR-223-3p| upregulate|NLRP3|inhibit|gastric cancer (GC) development and sensitizes chemoresistant GC cells to cisplatin	32516127	2020	LncRNA ADAMTS9-AS2 inhibits gastric cancer (GC) development and sensitizes chemoresistant GC cells to cisplatin by regulating miR-223-3p/NLRP3 axis	
EL0211	ADAMTS9-AS2	Homo sapiens	Apoptosis	N/A	Sponging miRNAs	Disease diagnosis	clear cell renal cell carcinoma	Cancer	N/A	N/A	luciferase reporter, RIP, overexpression	ccRCC clinical samples and cell lines	N/A	down-regulated	interaction	miR-27a-3p	Regulate	up-regulated	lncRNA-miRNA	binding	ADAMTS9-AS2丨bind丨miR-27a-3p丨upregulate| FOXO1 |inhibit | clear cell renal cell carcinoma	31400752	2019	LncRNA ADAMTS9-AS2 inhibits cell proliferation and decreases chemoresistance in clear cell renal cell carcinoma via the miR-27a-3p/FOXO1 axis.	
EL0211	ADAMTS9-AS2	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	tongue squamous cell carcinoma	Cancer	N/A	N/A	luciferase reporter assay, RIP, knockdown	TSCC tissues from patients with lymph node metastasis	N/A	up-regulated	interaction	miR-600	Regulate	down-regulated	lncRNA-miRNA	binding	ADAMTS9-AS2丨bind丨miR-600丨upregulate丨EZH2|promote| tongue squamous cell carcinoma proliferation, migration and EMT	30970517	2019	LncRNA ADAMTS9-AS2 promotes tongue squamous cell carcinoma proliferation, migration and EMT via the miR-600/EZH2 axis.	
EL0211	ADAMTS9-AS2	Homo sapiens	Cell Differentiation	N/A	Sponging miRNAs	N/A	N/A	N/A	N/A	N/A	overexpression	human mesenchymal stem cells (hMSCs)	N/A	up-regulated	interaction	miR-942-5p	Regulate	down-regulated	lncRNA-miRNA	binding	ADAMTS9-AS2丨bind丨miR-942-5p丨upregulate丨 expression of Scrg1 |promote|Chondrogenic Differentiation	31671346	2019	ADAMTS9-AS2 plays an important role in chondrogenic differentiation as a ceRNA, so that it can be regarded as a therapy target for cartilage repair.	
EL0214	ADIRF-AS1	Homo sapiens	Organ Development	N/A	Sponging miRNAs	Inhibit disease	intervertebral disc degeneration	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	rat models	N/A	down-regulated	interaction	miR-214-3p	Regulate	up-regulated	lncRNA-miRNA	binding	ADIRF-AS1|bind|miR-214-3p| upregulate|SERPINA1|inhibit|IDD	35196590	2022	ADIRF-AS1 overexpression could mitigate IDD by binding to miR-214-3p to upregulate SERPINA1.	
EL0214	ADIRF-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	osteosarcoma	Cancer	N/A	N/A	knockdown	OS cells	N/A	down-regulated	interaction	miR-761	Regulate	up-regulated	lncRNA-miRNA	binding	ADIRF-AS1|bind|miR-761 |inhibit|osteosarcoma	35030964	2022	Long noncoding RNA ADIRF antisense RNA 1 upregulates insulin receptor substrate 1 to decrease the aggressiveness of osteosarcoma by sponging microRNA-761.	
EL0216	ADORA2A-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	chronic myeloid leukemia	Cancer	imatinib	N/A	qRT-PCR, knockdown, overexpression	chronic myeloid leukemia cells	N/A	up-regulated	interaction	miR-665	Regulate	down-regulated	lncRNA-miRNA	binding	ADORA2A-AS1|bind|miR-665| upregulate|TGFBR1/ABCC2|promote|CML	35034552	2022	ADORA2A-AS1 promoted the expression of transforming growth factor-beta receptor 1 (TGFBR1) and ATP binding cassette subfamily C member 2 (ABCC2) via sponging miR-665, thereby exerting a tumor-promoting activity in CML.	
EL0217	ADPGK-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Promote disease	retinoblastoma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	retinoblastoma tissues , normal adjacent tissues	N/A	up-regulated	interaction	miR-200b-5p	Regulate	down-regulated	lncRNA-miRNA	binding	ADPGK-AS1|bind|miR-200b-5p|promote|retinoblastoma	36944544	2023	The effect of lncRNA ADPGK-AS1 on the proliferation and apoptosis of retinoblastoma cells by targeting miR-200b-5p	
EL0217	ADPGK-AS1	Homo sapiens	EMT	N/A	Sponging miRNAs	Promote disease	pancreatic cancer	Cancer	N/A	N/A	dual-luciferase reporter gene assay,western blot	pancreatic cell	N/A	up-regulated	interaction	miR-205-5p	Regulate	down-regulated	lncRNA-miRNA	binding	ADPGK-AS1丨bind丨miR-205-5p丨bind丨 ZEB1 |promote|PC	29667486	2018	ADPGK-AS1 inhibited miR-205-5p and therefore promoted PC progression through activating ZEB1-induced EMT.	
EL0217	ADPGK-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Prognosis	gastric cancer	Cancer	N/A	N/A	qRT-PCR, western blot, RIP, RNA pull-down, luciferase reporter assay, knockdown	GC tissues and cell lines	N/A	up-regulated	interaction	miR-3196	Regulate	down-regulated	lncRNA-miRNA	binding	ADPGK-AS1丨bind丨miR-3196丨upregulate丨KDM1B丨promote丨GC progression	30944080	2019	Upregulation of the long noncoding RNA ADPGK-AS1 promotes carcinogenesis and predicts poor prognosis in gastric cancer.	
EL0217	ADPGK-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	breast cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, loss-of-function assay, Luciferase reporter, RIP, rescue assays	in BC tissues and cell lines.	N/A	up-regulated	expression	miR-3196	Regulate	down-regulated	lncRNA-miRNA	binding	ADPGK-AS1 |bind|miR-3196|upregulate| OTX1| promote|  breast cancer	31264061	2019	Long noncoding RNA ADPGK-AS1 promotes cell proliferation, migration, and EMT process through regulating miR-3196/OTX1 axis in breast cancer.	
EL0217	ADPGK-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	osteosarcoma	Cancer	N/A	N/A	qRT-PCR, western blot, Luciferase reporter assays	OS cells	N/A	up-regulated	interaction	miR-542-3p	Regulate	down-regulated	lncRNA-miRNA	binding	ADPGK-AS1丨bind丨miR-542-3p丨promote丨OS	31696461	2019	LncRNA ADPGK-AS1 regulated cell proliferation, invasion, migration and apoptosis via targeting miR-542-3p in osteosarcoma.	
EL0228	AF119895	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Therapeutic target	hepatocellular carcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown	HCC cells	N/A	up-regulated	interaction	miR-6508-3p	Regulate	up-regulated	lncRNA-miRNA	binding	AF119895丨bind丨miR-6508-3p丨upregulate| NXF3|promote|HCC	29274323	2018	NXF3 depletion could decrease HCC cells migration and invasion.AF119895 could act as an endogenous sponge by binding to miR-6508-3p and reduce miR-6508-3p expression. And miR-6508-3p could regulate NXF3 by interacting with its 3'UTR	
